DDR Race Series - Track 1 by Sniper X dec,Empty Scene Day,156,88.593,DmytroAvdosiev,Ukraine,Strix,2022/03/16
DDR Race Series - Track 2 by Toxic fpv jan,Empty Scene Day,146,94.200,DmytroAvdosiev,Ukraine,Strix,2022/03/16
DDR Race Series - Track 3 by Straydog fpv feb,Empty Scene Day,135,101.630,DmytroAvdosiev,Ukraine,Strix,2022/03/19
DDR Race Series - Track 4 by Boner fpv march,Empty Scene Day,999,999.999,DmytroAvdosiev,NO_DATA
DDR Race Series - Track 5 by NelisFPV fpv april,Empty Scene Day,132,81.255,DmytroAvdosiev,Ukraine,Strix,2022/04/06
DEP Open Pop-Up 2,Dynamic Weather,109,86.298,DmytroAvdosiev,Ukraine,Strix,2022/02/22
DEP Open Series 2 Race 1,Dynamic Weather,152,66.964,DmytroAvdosiev,Ukraine,Strix,2022/01/31
DEP Open Series 2 Race 7,Football Stadium,999,999.999,DmytroAvdosiev,NO_DATA
DEP Open Series 3 Race 1,Football Stadium,146,64.579,DmytroAvdosiev,Ukraine,Five33Switchback,2022/05/25
DEP Open Series 3 Race 2,Football Stadium,118,97.649,DmytroAvdosiev,Ukraine,Strix,2022/03/22
DEP Open Series 3 Race 3,Karting Track,999,999.999,DmytroAvdosiev,NO_DATA
DEP Open Series 3 Race 4,Football Stadium,999,999.999,DmytroAvdosiev,NO_DATA
DEP Open Series 3 Race 5,Football Stadium,183,106.632,DmytroAvdosiev,Ukraine,Strix,2022/03/29
DEP Open Series 3 Race 6,Football Stadium,999,999.999,DmytroAvdosiev,NO_DATA
DEP Open Series 3 Race 7,Football Stadium,999,999.999,DmytroAvdosiev,NO_DATA
DEP Open Series 4 Race 1,Football Stadium,189,119.239,DmytroAvdosiev,Ukraine,Strix,2022/03/19
DEP Open Series 4 Race 2,Football Stadium,196,148.291,DmytroAvdosiev,Ukraine,Strix,2022/03/19
DEP Open Series 4 Race 3,Football Stadium,177,97.675,DmytroAvdosiev,Ukraine,Strix,2022/03/25
DEP Open Series 4 Race 4,Football Stadium,168,127.362,DmytroAvdosiev,Ukraine,Strix,2022/03/25
DEP Open Series 4 Race 5,Football Stadium,195,90.781,DmytroAvdosiev,Ukraine,Strix,2022/03/25
DEP Open Series 4 Race 6,Football Stadium,150,89.080,DmytroAvdosiev,Ukraine,Five33Switchback,2022/03/25
DEP Open Series 4 Race 7,Football Stadium,98,75.446,DmytroAvdosiev,Ukraine,Five33Switchback,2022/06/02
DEP Open Series 5 Race 1,Football Stadium,999,999.999,DmytroAvdosiev,NO_DATA
DEP Open Series 5 Race 2,Football Stadium,999,999.999,DmytroAvdosiev,NO_DATA
DEP Open Series 5 Race 3,Football Stadium,999,999.999,DmytroAvdosiev,NO_DATA
DEP Open Series 5 Race 4,Football Stadium,999,999.999,DmytroAvdosiev,NO_DATA
DEP Open Series 5 Race 5,Football Stadium,999,999.999,DmytroAvdosiev,NO_DATA
DEP Open Series 5 Race 6,Football Stadium,96,84.674,DmytroAvdosiev,Ukraine,Five33Switchback,2022/05/30
DEP Open Series 5 Race 7,Football Stadium,999,999.999,DmytroAvdosiev,NO_DATA
DEP Open Series 6 Race 1,Football Stadium,999,999.999,DmytroAvdosiev,NO_DATA
DEP Open Series 6 Race 2,Football Stadium,999,999.999,DmytroAvdosiev,NO_DATA
DEP Spec Series 1 Race 5,Football Stadium,177,119.503,DmytroAvdosiev,Ukraine,Five33Switchback,2022/06/17
VRL Season 3 Track 1,Empty Scene Day,42,72.630,DmytroAvdosiev,Ukraine,Five33Switchback,2022/06/05
VRL Season 3 Track 2,Empty Scene Day,102,88.925,DmytroAvdosiev,Ukraine,Strix,2022/04/11
VRL Season 3 Track 3,Empty Scene Day,85,181.775,DmytroAvdosiev,Ukraine,Strix,2022/04/11
VRL Season 3 Track 4,Empty Scene Day,14,95.844,DmytroAvdosiev,Ukraine,Five33Switchback,2022/05/31
VRL Season 3 Track 5,Empty Scene Day,16,70.920,DmytroAvdosiev,Ukraine,Five33Switchback,2022/07/04
VRL Season 3 Track 6,Empty Scene Day,54,212.392,DmytroAvdosiev,Ukraine,Strix,2021/12/30
